,Gray Whales,Fin Whales,Humpback Whales,Blue Whales,Minke Whales,False Killer Whales,Orca Whales,Sei Whales,Temp
Day 2191,0,0,0,0,0,0,0,0,4.7
Day 2192,0,0,0,0,0,0,0,0,4.6
Day 2193,3,0,0,0,0,0,0,0,4.8
Day 2194,1,0,0,0,0,0,0,0,4.8
Day 2195,0,0,0,0,0,0,0,0,4.8
Day 2196,0,0,0,0,0,0,0,0,4.8
Day 2197,0,0,0,0,0,0,0,0,4.6
Day 2198,1,0,0,0,0,0,0,0,4.6
Day 2199,2,0,0,0,0,0,0,0,4.5
Day 2200,4,0,0,0,0,0,0,0,4.4
Day 2201,2,0,0,0,0,0,0,0,4.6
Day 2202,0,0,0,0,0,0,0,0,4.2
Day 2203,1,0,0,0,0,0,0,0,4.5
Day 2204,0,0,0,0,0,0,0,0,4.4
Day 2205,2,0,0,0,0,0,0,0,4.9
Day 2206,3,0,0,0,0,0,0,0,4.7
Day 2207,1,0,0,0,0,0,0,0,4
Day 2208,0,0,0,0,0,0,0,0,4.6
Day 2209,2,0,0,0,0,0,0,0,4.8
Day 2210,0,0,0,0,0,0,0,0,4.4
Day 2211,0,0,0,0,0,0,0,0,4.4
Day 2212,2,0,0,0,0,0,0,0,4.7
Day 2213,2,0,0,0,0,0,0,0,4.8
Day 2214,5,0,0,0,0,0,0,0,4.8
Day 2215,2,0,0,0,0,0,0,0,4.4
Day 2216,0,0,0,0,0,0,0,0,4.9
Day 2217,2,0,0,0,0,0,0,0,4.9
Day 2218,0,0,0,0,0,0,0,0,4.9
Day 2219,1,0,0,0,0,0,0,0,4.1
Day 2220,0,0,0,0,0,0,0,0,4.5
Day 2221,4,0,0,0,0,0,0,0,3.7
Day 2222,1,0,0,0,0,0,0,0,4.1
Day 2223,5,0,0,0,0,0,0,0,4.7
Day 2224,2,0,0,0,0,0,0,0,4.5
Day 2225,2,0,0,0,0,0,0,0,4.3
Day 2226,0,0,0,0,0,0,0,0,4.5
Day 2227,0,0,0,0,0,0,0,0,4.4
Day 2228,0,0,0,0,0,0,0,0,4.3
Day 2229,0,0,0,0,0,0,0,0,4.5
Day 2230,1,0,0,0,0,0,0,0,4.9
Day 2231,0,0,0,0,0,0,0,0,4.6
Day 2232,0,0,0,0,0,0,0,0,4.9
Day 2233,2,0,0,0,0,0,0,0,4.8
Day 2234,5,0,0,0,0,0,0,0,4.5
Day 2235,8,0,0,0,0,0,0,0,4.6
Day 2236,3,0,0,0,0,0,0,0,4.4
Day 2237,3,0,0,0,0,0,0,0,4.3
Day 2238,0,0,0,0,0,0,0,0,4.1
Day 2239,0,0,0,0,0,0,0,0,4.3
Day 2240,0,0,0,0,0,0,0,0,4.3
Day 2241,0,0,0,0,0,0,0,0,4.2
Day 2242,1,0,0,0,0,0,0,0,4.4
Day 2243,3,0,0,0,0,0,0,0,4.3
Day 2244,0,0,0,0,0,0,0,0,4.2
Day 2245,4,0,0,0,0,0,0,0,4.4
Day 2246,4,0,0,0,0,0,0,0,4.5
Day 2247,1,0,0,0,0,0,0,0,4.4
Day 2248,1,0,0,0,0,0,0,0,3.9
Day 2249,0,0,0,0,0,0,0,0,4.5
Day 2250,0,0,0,0,0,0,0,0,4.6
Day 2251,2,0,0,0,0,0,0,0,4.3
Day 2252,0,0,0,0,0,0,0,0,4.1
Day 2253,0,0,0,0,0,0,0,0,4
Day 2254,0,0,0,0,0,0,0,0,4.3
Day 2255,0,0,0,0,0,0,0,0,3.9
Day 2256,5,0,0,0,0,0,0,0,4
Day 2257,0,0,0,0,0,0,0,0,3.9
Day 2258,0,0,0,0,0,0,0,0,3.9
Day 2259,2,0,0,0,0,0,0,0,3.7
Day 2260,0,0,0,0,0,0,0,0,3.9
Day 2261,0,0,0,0,0,0,0,0,3.7
Day 2262,0,0,0,0,0,0,0,0,3.5
Day 2263,3,0,0,0,0,0,0,0,3.7
Day 2264,2,0,0,0,0,0,0,0,4.3
Day 2265,3,0,0,0,0,0,0,0,4.1
Day 2266,0,0,0,0,0,0,0,0,3.9
Day 2267,0,0,0,0,0,0,0,0,3.9
Day 2268,2,0,0,0,0,0,0,0,3.8
Day 2269,0,0,0,0,0,0,0,0,4.1
Day 2270,3,0,0,0,0,0,0,0,4.2
Day 2271,0,0,0,0,0,0,0,0,4.2
Day 2272,4,0,0,0,0,0,0,0,4.3
Day 2273,3,0,0,0,0,0,0,0,4.3
Day 2274,0,0,0,0,0,0,0,0,4.2
Day 2275,3,0,0,0,0,0,0,0,4
Day 2276,1,0,0,0,0,0,0,0,4.1
Day 2277,8,0,0,0,0,0,0,0,4.3
Day 2278,5,0,0,0,0,0,0,0,4.1
Day 2279,4,0,0,0,0,0,0,0,4.2
Day 2280,0,0,0,0,0,0,0,0,4.2
Day 2281,1,0,0,0,0,0,0,0,4.2
Day 2282,5,0,0,0,0,0,0,0,4.2
Day 2283,2,0,0,0,0,0,0,0,4.2
Day 2284,0,0,0,0,0,0,0,0,4.4
Day 2285,4,0,0,0,0,0,0,0,4
Day 2286,2,0,1,0,0,0,0,0,4.3
Day 2287,0,0,0,0,0,0,0,0,4.2
Day 2288,0,0,0,0,0,0,0,0,4.4
Day 2289,1,0,0,0,0,0,0,0,4.1
Day 2290,0,0,0,0,0,0,0,0,4.4
Day 2291,1,0,0,0,0,0,0,0,4.3
Day 2292,4,0,0,0,0,0,0,0,4.4
Day 2293,2,2,0,0,0,0,0,0,4.2
Day 2294,3,0,0,0,0,0,0,0,4.2
Day 2295,1,0,1,0,0,0,0,0,4.2
Day 2296,1,0,0,0,0,0,0,0,4.1
Day 2297,0,0,0,0,0,0,0,0,3.9
Day 2298,0,0,0,0,0,0,0,0,4.1
Day 2299,4,0,0,0,0,0,0,0,4.2
Day 2300,2,0,0,0,0,0,0,0,4.4
Day 2301,1,0,0,0,1,0,0,0,4.3
Day 2302,0,0,0,0,0,0,0,0,3.9
Day 2303,17,0,0,0,0,0,0,0,4.7
Day 2304,5,0,0,0,0,0,0,0,4.8
Day 2305,4,0,0,2,0,0,0,0,4.7
Day 2306,0,0,0,0,0,0,0,0,4.2
Day 2307,2,0,0,1,0,0,0,0,4.4
Day 2308,0,0,0,0,0,0,0,0,4.2
Day 2309,2,0,0,0,0,0,0,0,4.3
Day 2310,0,0,0,0,0,0,0,0,4.6
Day 2311,6,0,0,0,0,0,0,0,4.3
Day 2312,0,0,0,0,0,0,0,0,4.3
Day 2313,6,0,0,0,0,0,0,0,4.7
Day 2314,0,0,0,0,0,0,0,0,4.7
Day 2315,0,0,0,0,0,0,0,0,4.6
Day 2316,0,0,0,0,0,0,0,0,4.8
Day 2317,1,0,0,0,0,0,0,0,4.7
Day 2318,2,0,0,0,0,0,0,0,4.8
Day 2319,2,0,0,0,0,0,0,0,4.5
Day 2320,0,0,2,0,0,0,0,0,5.1
Day 2321,0,0,0,0,0,0,0,0,5.1
Day 2322,2,0,0,0,0,0,0,0,4.7
Day 2323,0,1,1,3,0,0,0,1,4.8
Day 2324,0,0,0,2,0,0,0,0,4.7
Day 2325,0,0,0,2,0,0,0,0,4.9
Day 2326,0,0,0,1,0,0,0,0,5
Day 2327,0,0,0,0,0,0,0,0,4.9
Day 2328,0,0,0,0,0,0,0,0,4.7
Day 2329,0,0,0,0,0,0,0,0,4.8
Day 2330,0,0,0,0,0,0,0,0,5.5
Day 2331,0,0,0,0,0,0,0,0,5.3
Day 2332,0,0,0,0,0,0,0,0,5.5
Day 2333,0,0,0,0,0,0,0,0,5.6
Day 2334,0,0,0,0,0,0,0,0,5.7
Day 2335,0,0,0,0,0,0,0,0,6.3
Day 2336,0,0,0,0,0,0,0,0,7
Day 2337,0,0,0,0,0,0,0,0,6.7
Day 2338,0,0,0,0,0,0,0,0,6.8
Day 2339,0,1,0,0,0,0,0,0,6.9
Day 2340,0,0,0,1,0,0,0,0,6.7
Day 2341,0,0,0,0,0,0,0,0,7.1
Day 2342,0,0,0,5,0,0,0,0,7.2
Day 2343,0,0,0,0,0,0,0,0,6.5
Day 2344,0,0,0,0,0,0,0,0,6.3
Day 2345,0,0,0,0,0,0,0,0,6.4
Day 2346,0,0,0,0,0,0,0,0,6.4
Day 2347,0,0,0,3,0,0,0,0,6.5
Day 2348,0,0,0,2,0,0,0,0,6.1
Day 2349,0,0,0,2,0,0,0,0,5.6
Day 2350,0,0,0,0,0,0,0,0,5.8
Day 2351,0,0,0,0,0,0,0,0,6.5
Day 2352,0,0,0,5,0,0,0,0,6.2
Day 2353,0,0,0,2,0,0,0,0,6
Day 2354,0,0,0,1,0,0,0,0,6
Day 2355,0,0,0,2,0,0,0,0,7.1
Day 2356,0,0,0,9,0,0,0,0,7
Day 2357,0,0,0,0,0,0,0,0,6.9
Day 2358,0,0,0,1,0,0,0,0,7.3
Day 2359,0,0,0,0,0,0,0,0,7.7
Day 2360,0,0,0,0,0,0,0,0,7.8
Day 2361,0,0,0,0,0,0,0,0,7.9
Day 2362,0,0,0,0,0,0,0,0,8.1
Day 2363,0,0,0,0,0,0,0,0,8.4
Day 2364,0,0,0,0,2,0,0,0,8.7
Day 2365,0,1,0,0,0,0,0,0,8.9
Day 2366,0,0,0,0,0,0,0,0,8.8
Day 2367,0,0,0,0,0,0,0,0,9
Day 2368,0,0,0,0,0,0,0,0,9.1
Day 2369,0,0,0,0,0,0,0,0,9.4
Day 2370,0,0,0,1,0,0,0,0,9.2
Day 2371,0,0,0,1,0,0,0,0,7.7
Day 2372,0,2,0,2,1,0,0,0,8.6
Day 2373,0,0,0,0,0,0,0,0,7.8
Day 2374,0,0,0,1,0,0,0,0,7.6
Day 2375,0,0,0,10,0,0,0,0,8.4
Day 2376,0,0,0,2,0,0,0,0,9.2
Day 2377,0,1,0,1,0,0,0,0,9.2
Day 2378,0,1,0,1,0,0,0,0,9.5
Day 2379,0,0,0,1,0,0,0,0,9.4
Day 2380,0,0,0,0,0,0,0,0,9.4
Day 2381,0,1,0,0,1,0,0,0,9.8
Day 2382,0,0,0,13,1,0,0,0,9.1
Day 2383,0,4,0,19,0,0,0,0,9.1
Day 2384,0,1,0,7,0,0,0,0,9.1
Day 2385,0,0,0,1,0,0,0,0,9.7
Day 2386,0,3,0,2,0,0,0,0,10.2
Day 2387,0,0,0,4,0,0,0,0,10.4
Day 2388,0,0,0,6,0,0,0,0,10.1
Day 2389,0,0,0,9,0,0,0,0,10.2
Day 2390,0,0,0,12,0,0,0,0,10.4
Day 2391,0,0,0,2,0,0,0,0,10.4
Day 2392,0,0,0,6,0,0,0,0,10.2
Day 2393,0,1,0,2,0,0,0,0,10.1
Day 2394,0,0,0,1,1,0,0,0,10.1
Day 2395,0,0,0,2,0,0,0,0,10.2
Day 2396,0,0,0,8,0,0,0,0,9.9
Day 2397,0,0,0,0,1,0,0,0,9.8
Day 2398,0,0,0,3,0,0,0,0,9.2
Day 2399,0,1,0,7,0,0,0,0,9.7
Day 2400,0,2,0,15,0,0,0,0,9.5
Day 2401,0,0,0,16,0,0,0,0,9.9
Day 2402,0,1,0,15,0,0,0,0,9.9
Day 2403,0,2,0,47,0,0,0,0,10.1
Day 2404,0,0,0,9,0,0,0,0,10.2
Day 2405,0,3,1,19,0,0,0,0,10.3
Day 2406,0,2,0,7,0,0,0,0,10.5
Day 2407,0,0,0,8,0,0,0,0,10.4
Day 2408,0,0,0,0,0,0,0,0,9.9
Day 2409,0,0,0,0,0,0,0,0,8.7
Day 2410,0,0,0,9,0,0,0,0,10.2
Day 2411,0,0,0,12,0,0,0,0,9.9
Day 2412,0,0,0,2,0,0,0,0,10.2
Day 2413,0,1,0,8,0,0,0,0,10.3
Day 2414,0,0,0,7,0,0,0,0,10.2
Day 2415,0,0,0,5,0,0,0,0,10.7
Day 2416,0,0,0,10,1,0,0,0,11.1
Day 2417,0,0,0,26,0,0,0,0,11.2
Day 2418,0,0,0,27,1,0,0,0,11.4
Day 2419,0,0,0,13,1,0,0,0,11.3
Day 2420,0,0,0,6,1,0,0,0,11.5
Day 2421,0,0,0,11,0,0,0,0,11.7
Day 2422,0,0,0,9,0,0,0,0,12.1
Day 2423,0,0,0,22,0,0,0,0,11.4
Day 2424,0,0,0,4,3,0,0,0,11.3
Day 2425,0,0,0,1,0,0,0,0,10.8
Day 2426,0,0,0,6,0,0,0,0,10.8
Day 2427,0,0,0,8,0,0,0,0,11.2
Day 2428,0,0,0,4,0,0,0,0,10.6
Day 2429,0,0,0,11,0,0,0,0,10.9
Day 2430,0,2,0,11,0,0,0,0,11.1
Day 2431,0,0,0,7,0,0,0,0,10.8
Day 2432,0,0,0,12,0,0,0,0,10.8
Day 2433,0,0,0,8,0,0,0,0,11.2
Day 2434,0,0,0,8,0,0,0,0,10.9
Day 2435,0,0,0,7,0,0,0,0,11.5
Day 2436,0,0,0,2,0,0,0,0,11.6
Day 2437,0,0,0,4,0,0,0,0,12.4
Day 2438,0,0,0,5,1,0,0,0,11.3
Day 2439,0,0,0,9,0,0,0,0,10.3
Day 2440,0,0,0,2,0,0,0,0,10.3
Day 2441,0,0,0,4,0,0,0,0,10.2
Day 2442,0,0,0,3,0,0,0,0,10.1
Day 2443,0,0,0,2,0,0,0,0,10.2
Day 2444,0,0,0,0,0,0,0,0,10.5
Day 2445,0,0,0,4,0,0,0,0,12.6
Day 2446,0,0,0,1,0,0,0,0,11.7
Day 2447,0,0,0,0,0,0,0,0,11.7
Day 2448,0,0,0,6,0,0,0,0,11.4
Day 2449,0,0,0,1,0,0,0,0,10.4
Day 2450,0,0,0,5,0,0,0,0,10.4
Day 2451,0,0,0,5,0,0,0,0,9.8
Day 2452,0,0,0,12,0,0,0,0,9.7
Day 2453,0,2,0,13,1,0,7,0,9.4
Day 2454,0,0,0,14,0,0,0,0,10.1
Day 2455,0,0,0,19,0,0,0,0,9.1
Day 2456,0,1,0,6,0,0,0,0,9.1
Day 2457,0,0,0,0,0,0,0,0,8.5
Day 2458,0,0,0,2,0,0,0,0,9
Day 2459,0,0,0,3,0,0,0,0,8.5
Day 2460,0,0,0,3,0,0,0,0,9.1
Day 2461,0,0,0,1,0,0,0,0,9.1
Day 2462,0,0,0,1,1,0,0,0,9
Day 2463,0,0,0,2,0,0,0,0,9.5
Day 2464,0,0,0,1,0,0,0,0,9.2
Day 2465,0,0,0,0,0,0,0,0,9.6
Day 2466,0,0,0,1,0,0,0,0,9.7
Day 2467,0,0,0,0,1,0,0,0,9.8
Day 2468,0,0,0,0,0,0,0,0,9.8
Day 2469,0,0,0,7,0,0,0,0,9.7
Day 2470,0,0,0,0,0,0,0,0,9.4
Day 2471,0,2,0,13,0,0,0,0,9
Day 2472,0,16,0,50,0,0,0,0,8.7
Day 2473,0,30,0,60,0,0,0,0,8.6
Day 2474,0,8,0,30,0,0,0,0,9.2
Day 2475,0,0,0,8,0,0,0,0,9
Day 2476,0,1,0,3,0,0,0,0,8.9
Day 2477,0,0,0,2,0,0,0,0,8.6
Day 2478,0,0,0,8,0,0,0,0,8.9
Day 2479,0,0,0,0,0,0,0,0,8.5
Day 2480,0,0,0,0,0,0,0,0,8.5
Day 2481,0,0,1,0,0,0,0,0,8.5
Day 2482,0,0,0,0,0,0,0,0,8.5
Day 2483,0,1,0,0,0,0,0,0,8.8
Day 2484,0,0,0,0,0,0,0,0,8.5
Day 2485,0,1,0,0,1,0,0,0,8.9
Day 2486,0,0,0,10,0,0,0,0,8.6
Day 2487,0,0,0,3,0,0,0,0,8.7
Day 2488,0,18,0,40,0,0,0,0,8.6
Day 2489,0,15,8,12,0,0,0,0,8.5
Day 2490,0,1,1,5,0,0,0,0,8
Day 2491,0,29,0,6,0,0,0,0,7.6
Day 2492,0,18,0,2,2,0,0,0,7.7
Day 2493,0,4,1,0,0,0,0,0,7.9
Day 2494,0,20,2,1,2,0,0,0,7.6
Day 2495,0,7,2,0,1,0,0,0,7.4
Day 2496,0,2,0,0,0,0,0,0,7.5
Day 2497,0,16,4,0,1,0,0,0,7.4
Day 2498,0,13,1,1,1,0,0,0,7.2
Day 2499,0,9,1,0,0,0,0,0,7.1
Day 2500,0,0,0,0,0,0,0,0,7.1
Day 2501,0,2,0,0,0,0,0,0,7.2
Day 2502,0,3,0,0,0,0,0,0,7.1
Day 2503,0,0,0,0,0,0,0,0,6.9
Day 2504,0,1,0,1,0,0,0,0,7
Day 2505,0,1,0,0,0,0,0,0,7.1
Day 2506,0,0,0,0,0,0,0,3,7
Day 2507,0,0,0,2,0,0,0,0,6.9
Day 2508,0,0,0,0,0,0,0,0,7
Day 2509,0,0,0,0,0,0,0,0,6.9
Day 2510,0,0,0,0,0,0,0,0,6.9
Day 2511,0,0,0,0,0,0,0,0,6.9
Day 2512,0,0,0,0,0,0,0,0,6.6
Day 2513,0,0,0,0,0,0,0,2,6.4
Day 2514,0,0,0,0,0,0,0,0,6.6
Day 2515,0,4,0,0,0,0,0,0,6.7
Day 2516,0,0,0,0,0,0,0,0,6.1
Day 2517,0,0,0,0,0,0,0,0,6.6
Day 2518,0,0,0,0,0,0,0,0,6.2
Day 2519,0,3,0,0,1,0,0,0,5.8
Day 2520,0,0,0,0,0,0,0,0,5.6
Day 2521,0,3,0,0,0,0,0,0,5.5
Day 2522,1,0,0,0,0,0,0,0,5.5
Day 2523,0,2,0,0,0,0,0,0,5.2
Day 2524,0,1,0,0,1,0,0,0,5.3
Day 2525,0,0,0,0,0,0,0,0,5.1
Day 2526,0,0,0,0,0,0,0,0,5.3
Day 2527,0,0,0,0,0,0,0,0,5.1
Day 2528,0,0,0,0,0,0,0,0,5.3
Day 2529,0,0,0,0,0,0,0,0,5.4
Day 2530,0,0,0,0,0,0,0,0,5.8
Day 2531,0,0,0,0,0,0,0,0,5.8
Day 2532,0,0,0,0,0,0,0,0,5.7
Day 2533,0,0,0,0,0,0,0,0,5.7
Day 2534,0,0,0,0,0,0,0,0,5.4
Day 2535,0,0,0,0,0,0,0,0,5.3
Day 2536,0,0,0,0,0,0,0,0,5.1
Day 2537,0,0,0,0,0,0,0,0,5.2
Day 2538,0,0,0,0,0,0,0,0,5
Day 2539,2,0,0,0,0,0,0,0,4.9
Day 2540,0,0,0,0,0,0,0,0,4.8
Day 2541,0,0,0,0,0,0,0,0,4.9
Day 2542,1,0,0,0,0,0,0,0,4.8
Day 2543,0,0,0,0,0,0,0,0,4.8
Day 2544,1,0,0,0,0,0,0,0,4.7
Day 2545,0,0,0,0,0,0,0,0,4.7
Day 2546,1,0,0,0,0,0,0,0,4.7
Day 2547,0,1,0,0,0,0,0,0,5.4
Day 2548,2,0,0,0,0,0,0,0,4.9
Day 2549,11,0,0,0,0,0,0,0,4.9
Day 2550,1,0,0,0,0,0,0,0,5
Day 2551,0,0,0,0,0,0,0,0,4.8
Day 2552,1,0,0,0,0,0,0,0,4.3
Day 2553,7,0,0,0,0,0,0,0,4.2
Day 2554,2,2,0,0,0,0,0,0,3.9
Day 2555,5,0,0,0,0,0,0,0,4
Day 2556,2,0,0,0,0,0,0,0,3.8
Day 2557,7,0,0,0,0,0,0,0,4.2
Day 2558,2,0,0,0,0,0,0,0,3.9
Day 2559,3,0,0,0,0,0,0,0,3.7
Day 2560,5,0,0,0,0,0,7,0,3.9
Day 2561,2,0,0,0,0,0,0,0,3.7
Day 2562,5,0,0,0,0,0,0,0,3.4
Day 2563,2,0,0,0,0,0,0,0,3.3
Day 2564,2,0,0,0,0,0,0,0,3.6
Day 2565,2,0,0,0,0,0,0,0,3.4
Day 2566,4,0,0,0,0,0,0,0,3.6
Day 2567,2,0,0,0,0,0,0,0,3.6
Day 2568,8,0,0,0,0,0,0,0,3.5
Day 2569,3,0,0,0,0,0,0,0,3.2
Day 2570,4,0,0,0,0,0,0,0,3.2
Day 2571,3,2,0,0,0,0,0,0,3.6
Day 2572,4,0,0,0,0,0,0,0,3.3
Day 2573,7,0,0,0,0,0,0,0,3.1
Day 2574,2,0,0,0,0,0,0,0,3.4
Day 2575,1,0,0,0,0,0,0,0,3.4
Day 2576,0,0,0,0,0,0,40,0,3.4
Day 2577,2,0,0,0,0,0,0,0,3.3
Day 2578,2,0,0,0,0,0,0,0,3.3
Day 2579,0,0,0,0,0,0,0,0,3.1
Day 2580,0,0,0,0,0,0,0,0,3.2
Day 2581,2,0,0,0,0,0,0,0,3.3
Day 2582,3,0,0,0,0,0,0,0,2.9
Day 2583,0,0,0,0,0,0,0,0,3
Day 2584,1,0,0,0,0,0,0,0,3
Day 2585,6,0,0,0,0,0,0,0,2.8
Day 2586,2,0,0,0,0,0,0,0,3
Day 2587,0,0,0,0,0,0,0,0,2.8
Day 2588,4,0,0,0,0,0,0,0,2.9
Day 2589,3,0,0,0,0,0,0,0,2.7
Day 2590,6,0,0,0,0,0,0,0,2.7
Day 2591,1,0,0,0,0,0,0,0,2.6
Day 2592,1,0,0,0,0,0,0,0,2.8
Day 2593,3,0,0,0,0,0,0,0,3
Day 2594,5,0,0,0,0,0,0,0,2.6
Day 2595,2,0,0,0,0,0,0,0,3
Day 2596,5,0,0,0,0,0,0,0,2.8
Day 2597,1,0,0,0,0,0,0,0,2.7
Day 2598,2,0,0,0,0,0,0,0,2.7
Day 2599,2,0,2,0,0,0,0,0,2.9
Day 2600,2,0,0,0,0,0,0,0,3.4
Day 2601,0,0,0,0,0,0,0,0,2.9
Day 2602,1,1,1,0,0,0,0,0,3
Day 2603,0,0,0,0,0,0,0,0,2.8
Day 2604,2,1,0,0,0,0,0,0,3.4
Day 2605,2,0,0,0,0,0,0,0,2.7
Day 2606,5,1,0,0,0,0,0,0,3
Day 2607,2,3,0,0,0,0,0,0,3.1
Day 2608,0,3,0,0,0,0,0,0,3.4
Day 2609,2,2,0,0,0,0,0,0,2.9
Day 2610,2,2,0,0,0,0,0,0,3
Day 2611,5,3,0,0,0,0,0,0,3
Day 2612,2,4,0,0,0,0,0,0,2.8
Day 2613,5,1,0,0,0,0,0,0,2.8
Day 2614,2,0,0,0,0,0,0,0,3.2
Day 2615,0,0,0,0,0,0,0,0,2.9
Day 2616,5,0,0,0,0,0,0,0,2.7
Day 2617,1,0,0,0,0,0,0,0,2.8
Day 2618,2,1,0,0,0,0,0,0,3
Day 2619,5,0,0,0,0,0,0,0,3.1
Day 2620,0,0,4,0,0,0,0,0,2.1
Day 2621,4,0,0,0,0,0,0,0,2.6
Day 2622,1,0,0,0,0,0,0,0,2.8
Day 2623,2,0,0,0,0,0,0,0,2.6
Day 2624,5,0,0,0,0,0,0,0,1.9
Day 2625,3,0,0,0,0,0,0,0,2.4
Day 2626,1,0,0,0,0,0,0,0,2.5
Day 2627,1,0,0,0,0,0,0,0,2.3
Day 2628,7,0,0,0,0,0,0,0,2.3
Day 2629,2,0,0,0,0,0,0,0,2.2
Day 2630,2,0,0,0,0,0,0,0,2.1
Day 2631,2,0,0,0,0,0,0,0,2
Day 2632,9,1,0,0,0,0,0,0,2
Day 2633,5,0,0,0,0,0,0,0,1.8
Day 2634,0,0,0,0,0,0,0,0,2
Day 2635,0,0,0,0,0,0,0,0,2.3
Day 2636,4,0,0,0,0,0,0,0,2.1
Day 2637,8,0,0,0,0,0,0,0,2.1
Day 2638,2,0,0,0,0,0,0,0,2.1
Day 2639,1,0,0,0,0,0,0,0,2.3
Day 2640,3,0,0,0,0,0,0,0,2.6
Day 2641,2,0,0,0,0,0,0,0,2.7
Day 2642,6,0,0,0,0,0,0,0,2.7
Day 2643,6,0,0,0,0,0,0,0,2.6
Day 2644,1,1,0,0,0,0,0,0,2.7
Day 2645,4,0,0,0,0,0,0,0,2.4
Day 2646,3,0,0,0,0,0,0,0,2.9
Day 2647,4,2,0,0,0,0,0,0,2.9
Day 2648,0,0,0,0,0,0,0,0,2.9
Day 2649,1,9,0,0,0,0,0,0,2.5
Day 2650,3,1,0,0,0,0,0,0,2.7
Day 2651,5,0,1,0,0,0,0,0,3.1
Day 2652,0,3,0,0,0,0,0,0,3
Day 2653,4,0,0,0,0,0,0,0,2.6
Day 2654,11,0,0,0,0,0,0,0,2.5
Day 2655,1,0,0,0,0,0,0,0,3.1
Day 2656,0,0,0,0,0,0,0,0,3.1
Day 2657,0,0,0,0,0,0,0,0,3.3
Day 2658,0,7,0,0,0,0,0,0,3.1
Day 2659,0,0,0,0,0,0,0,0,3
Day 2660,5,0,0,0,1,0,0,0,3.4
Day 2661,0,0,0,0,0,0,0,0,2.9
Day 2662,0,0,0,0,0,0,0,0,2.7
Day 2663,5,2,0,0,0,0,0,0,2.6
Day 2664,3,0,0,0,1,0,0,0,3.5
Day 2665,4,2,0,0,0,0,0,0,3.2
Day 2666,12,0,0,0,0,0,0,0,3.1
Day 2667,7,3,0,0,0,0,0,0,3.3
Day 2668,9,0,0,0,0,0,0,0,3.5
Day 2669,10,0,0,0,0,0,0,0,3.5
Day 2670,4,2,0,0,0,0,0,0,3.5
Day 2671,1,0,0,0,0,0,0,0,4.2
Day 2672,7,1,0,0,0,0,0,0,3.7
Day 2673,7,0,0,0,0,0,0,0,4.2
Day 2674,0,0,0,0,0,0,0,0,4.4
Day 2675,4,0,0,0,0,0,0,0,3.8
Day 2676,21,0,0,0,0,0,0,0,4.1
Day 2677,14,0,0,0,0,0,0,0,4.2
Day 2678,4,0,0,0,0,0,0,0,4
Day 2679,2,0,0,0,1,0,0,0,4.3
Day 2680,2,0,0,0,0,0,0,0,4.5
Day 2681,0,0,0,0,0,0,0,0,4.9
Day 2682,2,0,0,0,0,0,0,0,4.7
Day 2683,5,0,0,0,0,0,0,0,5.2
Day 2684,2,0,0,0,0,0,0,0,5
Day 2685,2,0,0,0,0,0,0,0,5.3
Day 2686,0,0,1,0,0,0,0,0,5.3
Day 2687,2,0,0,0,0,0,0,0,5.4
Day 2688,3,0,0,0,0,0,0,0,5.3
Day 2689,3,0,0,0,0,0,0,0,5.2
Day 2690,6,0,0,0,0,0,0,0,5.1
Day 2691,0,0,2,0,0,0,0,0,5
Day 2692,0,0,0,0,0,0,0,0,5.2
Day 2693,0,0,0,0,1,0,0,0,5.3
Day 2694,0,0,1,0,0,0,0,0,5.2
Day 2695,0,0,0,0,0,0,0,0,4.7
Day 2696,2,0,0,0,0,0,0,0,4.5
Day 2697,0,0,0,0,1,0,0,0,5.1
Day 2698,6,0,0,0,1,0,0,0,5
Day 2699,0,0,0,0,0,0,0,0,4.7
Day 2700,0,0,0,0,0,0,0,0,5.5
Day 2701,2,0,0,0,0,0,0,0,6.2
Day 2702,0,0,0,0,0,0,0,0,6
Day 2703,0,0,0,0,0,0,0,0,5.9
Day 2704,0,0,0,0,1,0,0,0,5.8
Day 2705,0,0,0,0,1,0,0,0,5.7
Day 2706,0,0,0,0,0,0,0,0,5.3
Day 2707,0,0,0,0,0,0,0,0,5.6
Day 2708,0,0,0,0,2,0,0,0,5.3
Day 2709,0,3,0,0,3,0,0,0,5.9
Day 2710,0,0,0,0,2,0,0,0,6.5
Day 2711,0,0,0,0,1,0,0,0,6.4
Day 2712,0,0,0,0,0,0,0,0,6.2
Day 2713,0,1,0,0,5,0,0,0,6
Day 2714,0,0,0,0,4,0,0,0,6.1
Day 2715,0,0,0,3,6,0,0,0,6.1
Day 2716,0,0,0,0,0,0,0,0,7.3
Day 2717,0,0,0,0,0,0,0,0,7.6
Day 2718,0,0,0,0,0,0,0,0,7.7
Day 2719,0,0,0,0,0,0,0,0,7.7
Day 2720,0,0,0,0,0,0,0,0,7.3
Day 2721,0,0,0,0,0,0,0,0,6.5
Day 2722,0,0,0,0,0,0,0,0,7.8
Day 2723,0,0,0,0,2,0,0,0,7.7
Day 2724,0,0,0,0,0,0,0,0,6.9
Day 2725,0,0,0,3,0,0,0,0,6.5
Day 2726,0,0,0,0,0,0,0,0,7.1
Day 2727,0,3,0,0,1,0,0,0,8.2
Day 2728,0,4,0,2,1,0,0,0,7.9
Day 2729,0,2,0,8,0,0,0,0,8.3
