,Gray Whales,Fin Whales,Humpback Whales,Blue Whales,Minke Whales,False Killer Whales,Orca Whales,Sei Whales,Temp
Day 1645,0,0,0,2,0,0,0,0,9.4
Day 1646,0,0,0,0,0,0,0,0,9.6
Day 1647,0,0,0,0,0,0,0,0,9.7
Day 1648,0,0,0,0,0,0,0,0,9.8
Day 1649,0,0,0,0,0,0,0,0,9.9
Day 1650,0,0,0,6,0,0,0,0,10.3
Day 1651,0,0,0,3,0,0,0,0,11
Day 1652,0,0,0,4,0,0,0,0,11
Day 1653,0,0,0,0,0,0,0,0,11.3
Day 1654,0,0,0,2,0,0,0,0,11.1
Day 1655,0,0,0,3,0,0,0,0,11.3
Day 1656,0,0,0,0,0,0,0,0,11.4
Day 1657,0,0,0,0,0,0,0,0,11.3
Day 1658,0,0,0,4,0,0,0,0,11.7
Day 1659,0,0,0,2,0,0,0,0,12.1
Day 1660,0,0,0,6,0,0,0,0,11.7
Day 1661,0,0,0,5,0,0,0,0,12.1
Day 1662,0,0,0,8,0,0,0,0,11.7
Day 1663,0,0,0,4,2,0,0,0,11.7
Day 1664,0,0,0,2,0,0,0,0,11.4
Day 1665,0,0,0,4,0,0,0,0,9.5
Day 1666,0,0,0,2,0,0,0,0,9
Day 1667,0,0,0,3,0,0,0,0,10.2
Day 1668,0,0,0,0,0,0,0,0,10.2
Day 1669,0,0,0,2,1,0,0,0,9.4
Day 1670,0,0,0,1,0,0,0,0,9.5
Day 1671,0,0,0,4,0,0,0,0,10.2
Day 1672,0,0,0,3,0,0,0,0,9
Day 1673,0,0,0,4,0,0,0,0,9.5
Day 1674,0,4,0,8,0,0,0,0,9.8
Day 1675,0,0,0,16,1,0,0,0,9.5
Day 1676,0,0,0,8,0,0,0,0,9.4
Day 1677,0,0,0,4,0,0,0,0,9
Day 1678,0,0,0,7,1,0,0,0,9.4
Day 1679,0,1,0,2,0,0,0,0,9.5
Day 1680,0,0,0,5,0,0,0,0,9
Day 1681,0,0,0,2,0,0,0,0,9.7
Day 1682,0,0,0,1,0,0,0,0,9.8
Day 1683,0,0,0,0,0,0,0,0,10.5
Day 1684,0,0,0,1,0,0,0,0,11
Day 1685,0,0,0,0,0,0,0,0,11
Day 1686,0,0,0,2,0,0,0,0,11
Day 1687,0,0,0,19,0,0,0,0,10.6
Day 1688,0,0,0,7,0,0,0,0,11.3
Day 1689,0,0,0,7,0,0,0,0,10.6
Day 1690,0,0,0,6,0,0,0,0,10.6
Day 1691,0,0,0,7,0,0,0,0,11
Day 1692,0,1,0,8,0,0,0,0,10.5
Day 1693,0,0,0,2,0,0,0,0,10.6
Day 1694,0,0,0,3,0,0,0,0,10.5
Day 1695,0,0,0,4,0,0,0,0,10.5
Day 1696,0,0,0,4,0,0,0,0,10.6
Day 1697,0,0,0,7,0,0,0,0,11.3
Day 1698,0,0,0,4,0,0,0,0,11
Day 1699,0,0,0,4,0,0,0,0,11
Day 1700,0,0,0,3,0,0,0,0,11.3
Day 1701,0,1,0,1,0,0,0,0,11.3
Day 1702,0,0,0,2,0,0,0,0,11.3
Day 1703,0,0,0,3,0,0,0,0,11.3
Day 1704,0,0,0,1,0,0,0,0,11
Day 1705,0,0,0,1,0,0,0,0,10.3
Day 1706,0,0,0,1,0,0,0,0,11
Day 1707,0,0,0,1,0,0,0,0,10.5
Day 1708,0,0,0,3,0,0,0,0,9.8
Day 1709,0,0,0,0,1,0,0,0,11
Day 1710,0,0,0,4,0,0,0,0,10.3
Day 1711,0,0,0,9,0,0,0,0,11.4
Day 1712,0,0,0,4,0,0,0,0,11.1
Day 1713,0,0,0,2,1,0,0,0,11.7
Day 1714,0,0,0,2,0,0,0,0,11.7
Day 1715,0,0,0,0,0,0,0,0,11.3
Day 1716,0,0,0,2,0,0,0,0,11.8
Day 1717,0,1,0,3,1,0,0,0,11.7
Day 1718,0,1,0,3,0,0,0,0,11.7
Day 1719,0,0,0,2,0,0,0,0,10.5
Day 1720,0,0,0,3,0,0,0,0,11
Day 1721,0,2,0,2,0,0,0,0,11.3
Day 1722,0,0,0,2,0,0,0,0,11.8
Day 1723,0,0,0,0,0,0,0,0,11.8
Day 1724,0,0,0,5,0,0,0,0,11.3
Day 1725,0,0,0,7,0,0,0,0,11.7
Day 1726,0,0,0,2,0,0,0,0,11.8
Day 1727,0,0,0,1,0,0,0,0,11.7
Day 1728,0,0,0,1,0,0,0,0,11.3
Day 1729,0,0,0,0,0,0,0,0,11
Day 1730,0,0,0,1,0,0,0,0,10.5
Day 1731,0,0,0,3,0,0,0,0,10.2
Day 1732,0,0,0,1,0,0,0,0,8.7
Day 1733,0,0,0,0,0,0,0,0,9
Day 1734,0,0,0,1,0,0,0,0,8.3
Day 1735,0,0,0,0,0,0,0,0,8.6
Day 1736,0,0,0,1,0,0,0,0,8.6
Day 1737,0,0,0,2,0,0,0,0,8.2
Day 1738,0,0,0,2,0,0,0,0,8.3
Day 1739,0,0,0,0,0,0,0,0,8.6
Day 1740,0,0,0,1,0,0,0,0,8.7
Day 1741,0,0,0,0,0,0,0,0,8.6
Day 1742,0,0,0,2,0,0,0,0,8.3
Day 1743,0,0,0,0,0,0,0,0,8.2
Day 1744,0,0,0,0,0,0,0,0,8.2
Day 1745,0,0,0,0,0,0,0,0,8.3
Day 1746,0,0,0,4,0,0,0,0,8.6
Day 1747,0,0,0,1,0,0,0,0,9
Day 1748,0,0,0,2,0,0,0,0,9.1
Day 1749,0,0,0,0,0,0,0,0,9
Day 1750,0,0,0,2,0,0,0,0,8.7
Day 1751,0,0,0,0,2,0,0,0,9
Day 1752,0,0,0,0,0,0,0,0,9
Day 1753,0,0,0,3,0,0,0,0,8.7
Day 1754,0,0,0,8,0,0,0,0,8.6
Day 1755,0,0,0,12,0,0,0,0,8.7
Day 1756,0,0,0,7,0,0,0,0,8.7
Day 1757,0,1,0,5,0,0,0,0,8.6
Day 1758,0,3,0,9,0,0,0,0,8.2
Day 1759,0,0,0,5,0,0,0,0,8.2
Day 1760,0,0,0,2,0,0,0,0,8
Day 1761,0,0,0,3,0,0,0,0,7.9
Day 1762,0,0,0,1,0,0,0,0,7.8
Day 1763,0,0,0,1,0,0,0,0,7.5
Day 1764,0,0,0,0,0,0,0,0,7.8
Day 1765,0,0,0,0,0,0,0,0,7.1
Day 1766,0,4,0,0,0,0,0,0,7.4
Day 1767,0,0,0,0,1,0,0,0,7.1
Day 1768,0,0,0,0,0,0,0,0,7.2
Day 1769,0,0,0,0,0,0,0,0,7.1
Day 1770,0,0,0,0,0,0,0,0,7.1
Day 1771,0,0,0,0,0,0,0,0,6.7
Day 1772,0,0,0,0,0,0,0,0,6.7
Day 1773,0,0,0,0,0,0,0,0,6.6
Day 1774,0,0,0,0,0,0,0,0,6.6
Day 1775,0,0,0,0,0,0,0,0,6.6
Day 1776,0,0,0,1,0,0,0,0,6.6
Day 1777,0,0,0,2,0,0,0,0,6.6
Day 1778,0,0,0,1,0,0,0,0,6.3
Day 1779,0,0,0,0,0,0,0,0,6.3
Day 1780,0,0,0,0,0,0,0,0,6
Day 1781,0,0,0,0,0,0,0,0,5.9
Day 1782,0,1,0,0,0,0,0,0,5.6
Day 1783,0,2,0,0,0,0,0,0,5.5
Day 1784,0,0,0,0,0,0,0,0,5.2
Day 1785,0,0,0,0,0,0,0,0,5.5
Day 1786,0,0,0,4,0,0,0,0,5.2
Day 1787,0,0,0,0,0,0,0,0,5.8
Day 1788,0,0,0,0,0,0,0,0,5.5
Day 1789,0,0,0,0,0,0,0,0,5.5
Day 1790,0,0,0,0,0,0,0,0,5.1
Day 1791,0,0,0,0,0,0,0,0,4.7
Day 1792,0,0,0,0,0,0,0,0,4.7
Day 1793,0,0,0,0,0,0,0,0,4.7
Day 1794,0,0,0,1,0,0,0,0,4.7
Day 1795,0,0,0,0,0,0,0,0,4.7
Day 1796,0,0,0,2,0,0,0,0,4.7
Day 1797,0,0,0,2,0,0,0,0,4.6
Day 1798,0,0,0,1,0,0,0,0,4.8
Day 1799,0,0,0,0,0,0,0,0,4.4
Day 1800,0,0,0,0,0,0,0,0,4.4
Day 1801,0,0,0,1,0,0,0,0,4.8
Day 1802,0,0,0,1,0,0,0,0,4
Day 1803,0,0,0,0,0,0,0,0,4.4
Day 1804,0,1,0,0,0,0,0,0,4.3
Day 1805,0,0,0,0,0,0,0,0,4.4
Day 1806,0,0,0,0,0,0,0,0,4.4
Day 1807,0,0,0,0,0,0,0,0,4.4
Day 1808,0,0,0,0,0,0,0,0,4.7
Day 1809,0,0,0,0,0,0,0,0,4.7
Day 1810,0,0,0,0,0,0,0,0,4.3
Day 1811,0,0,0,0,0,0,0,0,4.4
Day 1812,0,0,0,0,0,0,0,0,4
Day 1813,0,0,0,0,0,0,0,0,4.3
Day 1814,0,0,0,0,0,0,0,0,4.7
Day 1815,0,0,0,0,0,0,0,0,4.5
Day 1816,0,0,0,0,1,0,0,0,4.3
Day 1817,0,0,0,0,0,0,0,0,4.3
Day 1818,0,0,0,0,0,0,0,0,4.7
Day 1819,0,0,0,0,0,0,0,0,4.4
Day 1820,0,0,0,0,0,0,0,0,4.3
Day 1821,0,0,0,0,0,0,0,0,4
Day 1822,0,0,0,0,0,0,0,0,4.3
Day 1823,0,0,0,0,0,0,0,0,4.3
Day 1824,0,0,0,0,0,0,0,0,4
Day 1825,1,0,0,0,0,0,0,0,4.3
Day 1826,0,0,0,0,0,0,0,0,4.7
Day 1827,2,0,0,0,0,0,0,0,4.3
Day 1828,0,0,0,0,0,0,0,0,0
Day 1829,0,0,0,0,0,0,0,0,0
Day 1830,0,0,0,0,0,0,0,0,0
Day 1831,0,0,0,0,0,0,0,0,0
Day 1832,0,0,0,0,0,0,0,0,0
Day 1833,0,0,0,0,0,0,0,0,0
Day 1834,1,0,0,0,0,0,0,0,0
Day 1835,1,0,0,0,0,0,0,0,0
Day 1836,1,0,0,0,0,0,0,0,0
Day 1837,0,0,0,0,0,0,0,0,0
Day 1838,0,0,0,0,0,0,0,0,0
Day 1839,1,0,0,0,0,0,0,0,0
Day 1840,0,0,0,0,0,0,0,0,0
Day 1841,0,0,0,0,0,0,0,0,0
Day 1842,0,0,0,0,0,0,0,0,0
Day 1843,1,0,0,0,0,0,0,0,0
Day 1844,2,0,0,0,0,0,0,0,0
Day 1845,2,0,0,0,0,0,0,0,0
Day 1846,1,0,0,0,0,0,0,0,0
Day 1847,0,0,0,0,0,0,0,0,0
Day 1848,2,0,0,0,0,0,0,0,0
Day 1849,2,0,0,0,0,0,0,0,0
Day 1850,5,0,0,0,0,0,0,0,0
Day 1851,3,0,0,0,0,0,0,0,0
Day 1852,0,0,0,0,0,0,0,0,0
Day 1853,1,0,0,0,0,0,0,0,0
Day 1854,1,0,0,0,0,0,0,0,0
Day 1855,2,0,0,0,0,0,0,0,0
Day 1856,2,0,0,0,0,0,0,0,0
Day 1857,3,0,0,0,0,0,0,0,0
Day 1858,0,0,0,0,0,0,0,0,0
Day 1859,1,0,0,0,0,0,0,0,0
Day 1860,0,3,0,0,0,0,0,0,0
Day 1861,0,3,0,0,0,0,0,0,0
Day 1862,0,0,0,0,0,0,0,0,0
Day 1863,0,0,0,0,0,0,0,0,0
Day 1864,0,0,0,0,0,0,0,0,0
Day 1865,1,0,0,0,0,0,0,0,0
Day 1866,3,4,0,0,0,0,0,0,0
Day 1867,2,2,0,0,0,0,0,0,0
Day 1868,2,0,0,0,0,0,0,0,0
Day 1869,2,0,0,0,0,0,0,0,0
Day 1870,2,0,0,0,0,0,0,0,0
Day 1871,2,1,0,0,0,0,0,0,0
Day 1872,1,5,0,0,0,0,0,0,0
Day 1873,4,0,0,0,2,0,0,0,0
Day 1874,1,0,0,0,0,0,0,0,0
Day 1875,0,1,0,0,0,0,0,0,0
Day 1876,0,1,0,0,0,0,0,0,0
Day 1877,0,2,0,0,0,0,0,0,0
Day 1878,3,0,0,0,0,0,0,0,0
Day 1879,3,3,0,0,0,0,0,0,0
Day 1880,1,0,0,0,0,0,0,0,0
Day 1881,1,1,0,0,0,0,0,0,0
Day 1882,1,1,0,0,0,0,0,0,0
Day 1883,0,0,0,0,0,0,0,0,0
Day 1884,1,0,0,0,0,0,0,0,0
Day 1885,1,0,0,0,0,0,0,0,0
Day 1886,1,2,0,0,0,0,0,0,0
Day 1887,3,0,0,0,0,0,0,0,0
Day 1888,3,0,0,0,0,0,0,0,0
Day 1889,3,0,0,0,0,0,0,0,0
Day 1890,2,2,0,0,0,0,0,0,0
Day 1891,2,3,0,0,0,0,0,0,0
Day 1892,6,4,0,0,0,0,0,0,0
Day 1893,0,1,0,0,0,0,0,0,0
Day 1894,0,0,0,0,0,0,0,0,0
Day 1895,0,0,0,0,0,0,0,0,0
Day 1896,2,0,0,0,0,0,0,0,0
Day 1897,2,0,0,0,0,0,0,0,0
Day 1898,0,4,0,0,0,0,0,0,0
Day 1899,7,1,0,0,0,0,0,0,0
Day 1900,8,1,0,0,0,0,0,0,0
Day 1901,2,0,0,0,0,0,0,0,0
Day 1902,3,0,0,0,0,0,0,0,0
Day 1903,8,0,0,0,0,0,0,0,4.7
Day 1904,5,0,0,0,0,0,0,0,4.4
Day 1905,7,0,0,0,0,0,0,0,4.2
Day 1906,12,0,0,0,0,0,0,0,4.4
Day 1907,1,0,0,0,0,0,0,0,4.9
Day 1908,2,1,0,0,3,0,0,0,4.9
Day 1909,1,0,0,0,0,0,0,0,4.8
Day 1910,3,0,0,0,0,0,0,0,4.8
Day 1911,3,0,0,0,0,0,0,0,5
Day 1912,4,0,0,0,0,0,0,0,5
Day 1913,2,4,1,0,0,0,0,0,5.2
Day 1914,0,14,0,0,1,0,0,0,5.2
Day 1915,1,1,0,0,0,0,0,0,5
Day 1916,1,3,0,0,0,0,0,0,4.7
Day 1917,2,4,1,0,0,0,0,0,4.4
Day 1918,5,0,0,0,0,0,0,0,4.2
Day 1919,3,0,0,0,0,0,0,0,4.2
Day 1920,4,0,0,0,0,0,0,0,4
Day 1921,2,0,0,0,0,0,0,0,3.7
Day 1922,0,0,0,0,0,0,0,0,4.9
Day 1923,0,0,0,0,2,0,0,0,4.7
Day 1924,0,0,0,0,2,0,0,0,4.4
Day 1925,0,0,0,0,2,0,0,0,4.4
Day 1926,2,0,0,0,0,0,0,0,4.3
Day 1927,0,0,0,0,0,0,0,0,5
Day 1928,0,1,0,0,0,0,0,0,4.8
Day 1929,1,0,0,0,0,0,0,0,4.1
Day 1930,2,0,0,0,0,0,0,0,4.7
Day 1931,0,2,0,1,1,0,0,0,4.7
Day 1932,2,0,0,0,0,0,0,0,4.2
Day 1933,0,0,2,0,0,0,0,0,4.3
Day 1934,0,0,0,0,3,0,0,0,4.8
Day 1935,0,0,0,0,2,0,0,0,4.6
Day 1936,0,0,0,0,0,0,0,0,4.2
Day 1937,0,0,0,0,0,0,0,0,4.4
Day 1938,0,0,0,0,0,0,0,0,4.5
Day 1939,0,0,0,0,0,0,0,0,4.5
Day 1940,0,0,0,0,0,0,0,0,4.5
Day 1941,0,0,0,0,0,0,0,0,4.9
Day 1942,0,0,0,0,0,0,0,0,5.5
Day 1943,3,0,0,0,0,0,0,0,5.4
Day 1944,0,0,0,0,0,0,0,0,5.2
Day 1945,0,0,0,0,0,0,0,0,5.1
Day 1946,0,0,0,0,0,0,0,0,5
Day 1947,0,0,0,0,0,0,0,0,4.8
Day 1948,0,8,0,0,0,0,0,0,4.7
Day 1949,0,0,0,0,0,0,0,0,4.8
Day 1950,0,3,0,0,0,0,0,0,4.4
Day 1951,0,0,0,0,0,0,0,0,4.7
Day 1952,0,0,0,0,0,0,0,0,5.1
Day 1953,0,0,0,0,0,0,0,0,5.3
Day 1954,0,4,0,1,0,0,0,0,5.4
Day 1955,0,0,0,1,0,0,0,0,5.3
Day 1956,0,0,0,0,0,0,0,0,5.3
Day 1957,0,0,0,0,0,0,0,0,5.7
Day 1958,0,0,0,0,0,0,0,0,5
Day 1959,0,0,0,0,0,0,0,0,5.7
Day 1960,0,0,0,0,0,0,0,0,5.8
Day 1961,0,0,0,0,0,0,0,0,6.1
Day 1962,1,0,0,0,0,0,0,0,6.1
Day 1963,0,1,1,1,1,0,0,0,5.9
Day 1964,0,0,0,0,0,0,0,0,5.7
Day 1965,0,0,0,0,0,0,0,0,5.9
Day 1966,0,2,0,0,0,0,0,0,6.2
Day 1967,0,0,0,0,0,0,0,0,5.9
Day 1968,0,0,0,0,0,0,0,0,5.8
Day 1969,0,0,0,0,0,0,0,0,5.8
Day 1970,0,0,0,0,0,0,0,0,6
Day 1971,0,0,0,1,0,0,0,0,6.3
Day 1972,0,0,1,0,0,0,0,0,6.3
Day 1973,0,0,1,0,0,0,0,0,6.4
Day 1974,0,0,0,0,0,0,0,0,6.1
Day 1975,0,0,0,0,1,0,0,0,6
Day 1976,0,1,1,1,0,0,0,0,5.8
Day 1977,0,0,0,1,0,0,0,0,5.9
Day 1978,0,0,0,3,0,0,0,0,6.1
Day 1979,0,0,0,0,0,0,8,0,6.3
Day 1980,0,0,0,1,0,0,0,0,6.6
Day 1981,0,0,0,0,1,0,0,0,6.1
Day 1982,0,0,0,0,0,0,0,0,6.4
Day 1983,0,0,0,1,0,0,0,0,6.7
Day 1984,0,0,0,0,0,0,0,0,7
Day 1985,0,0,0,0,0,0,0,0,7
Day 1986,0,0,0,4,0,0,0,0,7.1
Day 1987,0,0,0,2,0,0,0,0,7.4
Day 1988,0,0,0,2,0,0,0,0,7.3
Day 1989,0,0,0,1,0,0,0,0,7.4
Day 1990,0,0,0,1,0,0,0,0,7.1
Day 1991,0,0,0,1,0,0,0,0,7.4
Day 1992,0,0,0,1,0,0,0,0,6.5
Day 1993,0,0,0,1,0,0,0,0,7.6
Day 1994,0,0,0,0,1,0,0,0,7.5
Day 1995,0,0,0,0,2,0,0,0,6.6
Day 1996,0,0,0,0,0,0,0,0,7.2
Day 1997,0,0,0,0,0,0,0,0,7.8
Day 1998,0,0,0,1,0,0,0,0,7.7
Day 1999,0,0,0,0,0,0,7,0,7.5
Day 2000,0,0,0,1,0,0,0,0,7.5
Day 2001,0,1,0,0,0,0,0,0,8.1
Day 2002,0,0,0,0,0,0,0,0,7.7
Day 2003,0,0,0,0,0,0,0,0,7.7
Day 2004,0,1,0,2,3,0,0,0,8.2
Day 2005,0,0,0,4,0,0,0,0,8.6
Day 2006,0,1,0,1,0,0,0,0,8.7
Day 2007,0,0,0,0,0,0,0,0,8.3
Day 2008,0,0,0,0,0,0,0,0,8.5
Day 2009,0,0,0,1,0,0,7,0,9.2
Day 2010,0,0,0,0,0,0,0,0,9
Day 2011,0,0,0,0,0,0,0,0,8.4
Day 2012,0,0,0,2,0,0,0,0,8.6
Day 2013,0,0,0,0,0,0,0,0,9.6
Day 2014,0,0,0,0,1,0,0,0,10
Day 2015,0,0,0,0,0,0,0,0,10
Day 2016,0,0,0,0,1,0,0,0,10.6
Day 2017,0,0,0,0,0,0,0,0,9.4
Day 2018,0,0,0,0,0,0,0,0,9
Day 2019,0,0,0,0,0,0,0,0,9.2
Day 2020,0,0,0,0,0,0,0,0,9.4
Day 2021,0,0,0,0,0,0,0,0,9.9
Day 2022,0,0,0,0,0,0,0,0,10
Day 2023,0,0,0,0,0,0,0,0,10
Day 2024,0,0,0,0,1,0,0,0,10.6
Day 2025,0,0,0,0,0,0,0,0,10.6
Day 2026,0,0,0,0,0,0,0,0,10.1
Day 2027,0,0,0,0,0,0,0,0,10.2
Day 2028,0,0,0,0,0,0,0,0,10
Day 2029,0,0,0,0,0,0,0,0,9.8
Day 2030,0,0,0,0,0,0,0,0,9.9
Day 2031,0,0,0,0,0,0,0,0,10.2
Day 2032,0,0,0,4,0,0,0,0,10
Day 2033,0,0,0,3,0,0,0,0,9.7
Day 2034,0,0,0,2,0,0,0,0,9.6
Day 2035,0,0,0,1,0,0,0,0,9.7
Day 2036,0,2,0,4,0,0,0,0,9.7
Day 2037,0,1,0,4,0,0,0,0,10.3
Day 2038,0,0,0,7,1,0,0,0,10
Day 2039,0,2,0,10,0,0,0,0,10.2
Day 2040,0,0,0,3,0,0,0,0,10.3
Day 2041,0,0,0,2,1,0,0,0,10.5
Day 2042,0,0,0,3,0,0,0,0,10.7
Day 2043,0,1,0,2,0,0,0,0,10.9
Day 2044,0,0,0,21,0,0,0,0,11
Day 2045,0,0,0,2,0,0,0,0,10.4
Day 2046,0,0,0,4,0,0,0,0,10.8
Day 2047,0,2,0,4,0,0,0,0,11
Day 2048,0,0,0,1,0,0,0,0,10.5
Day 2049,0,0,0,3,0,0,0,0,10.4
Day 2050,0,0,0,1,0,0,0,0,10.9
Day 2051,0,0,0,0,0,0,0,0,10.9
Day 2052,0,0,0,0,0,0,0,0,10.8
Day 2053,0,0,0,3,0,0,0,0,10.5
Day 2054,0,2,0,0,1,0,0,0,10.5
Day 2055,0,0,0,4,2,0,0,0,10.6
Day 2056,0,4,0,18,0,0,0,0,10.4
Day 2057,0,0,0,13,0,0,0,0,10.8
Day 2058,0,2,0,1,0,0,0,0,10.3
Day 2059,0,3,0,5,0,0,0,0,10.6
Day 2060,0,9,0,17,0,0,0,0,11
Day 2061,0,3,0,17,1,0,0,0,10.5
Day 2062,0,8,0,11,0,0,0,0,10.6
Day 2063,0,0,0,9,0,0,0,0,10.7
Day 2064,0,2,0,3,0,0,0,0,10.8
Day 2065,0,0,0,1,0,0,0,0,11.3
Day 2066,0,0,0,0,0,0,0,0,11.4
Day 2067,0,0,0,2,0,0,0,0,11.9
Day 2068,0,0,0,1,0,0,0,0,12
Day 2069,0,0,0,0,0,0,0,0,11.9
Day 2070,0,0,0,1,0,0,0,0,11.9
Day 2071,0,0,0,2,0,0,0,0,11.9
Day 2072,0,0,0,1,0,0,0,0,11.9
Day 2073,0,0,0,0,0,0,0,0,12
Day 2074,0,0,0,0,0,0,0,0,12
Day 2075,0,0,0,0,0,0,0,0,11.8
Day 2076,0,0,0,0,0,0,0,0,12
Day 2077,0,0,0,0,0,0,0,0,11.9
Day 2078,0,0,0,0,0,0,0,0,11.8
Day 2079,0,0,0,2,0,0,0,0,11.7
Day 2080,0,0,0,0,0,0,0,0,11.7
Day 2081,0,0,0,0,0,0,0,0,11.6
Day 2082,0,1,0,0,0,0,0,0,11.7
Day 2083,0,0,0,5,0,0,0,0,11.6
Day 2084,0,0,0,3,0,0,0,0,11.4
Day 2085,0,0,0,0,0,0,0,0,11.6
Day 2086,0,0,1,0,0,0,0,0,11.7
Day 2087,0,0,0,0,0,0,0,0,11.4
Day 2088,0,0,0,5,0,0,0,0,11.6
Day 2089,0,0,0,0,0,0,0,0,11.7
Day 2090,0,0,0,2,0,0,0,0,11.8
Day 2091,0,0,0,0,0,0,0,0,11.9
Day 2092,0,0,0,0,0,0,0,0,11.8
Day 2093,0,0,0,0,0,0,0,0,11.7
Day 2094,0,0,0,0,0,0,0,0,11.5
Day 2095,0,0,0,0,0,0,0,0,11.1
Day 2096,0,0,0,0,0,0,0,0,11
Day 2097,0,0,0,4,0,0,0,0,11.1
Day 2098,0,0,0,0,0,0,0,0,11.3
Day 2099,0,1,0,0,0,0,0,0,10.6
Day 2100,0,0,0,0,0,0,0,0,10.7
Day 2101,0,0,0,0,0,0,0,0,10.4
Day 2102,0,0,0,0,0,0,0,0,9.7
Day 2103,0,0,0,1,0,0,0,0,9.2
Day 2104,0,0,0,0,0,0,0,0,9.2
Day 2105,0,0,0,0,0,0,0,0,10
Day 2106,0,0,0,0,1,0,0,0,10
Day 2107,0,0,0,0,0,0,0,0,9.5
Day 2108,0,0,0,0,0,0,0,0,9.4
Day 2109,0,0,0,0,0,0,0,0,9.9
Day 2110,0,1,0,2,0,0,0,0,9.4
Day 2111,0,0,0,0,0,0,0,0,9.6
Day 2112,0,0,0,0,0,0,0,0,9.3
Day 2113,0,0,0,0,0,0,0,0,9.3
Day 2114,0,0,0,0,0,0,0,0,9.1
Day 2115,0,0,0,0,0,0,0,0,9.4
Day 2116,0,0,0,1,0,0,0,0,9.1
Day 2117,0,2,0,1,0,0,0,0,9.2
Day 2118,0,0,0,0,1,0,0,0,9.1
Day 2119,0,0,0,0,0,0,0,0,9.1
Day 2120,0,0,0,0,0,0,0,0,9.2
Day 2121,0,0,0,0,0,0,0,0,9.1
Day 2122,0,0,0,0,0,0,0,0,9.1
Day 2123,0,0,0,0,0,0,0,0,9.1
Day 2124,0,0,0,0,0,0,0,0,8.6
Day 2125,0,0,0,0,0,0,0,0,8.9
Day 2126,0,0,0,0,0,0,0,0,8.8
Day 2127,0,0,0,0,0,0,0,0,8.7
Day 2128,0,0,0,0,0,0,0,0,8.6
Day 2129,0,0,0,0,0,0,0,0,8.3
Day 2130,0,0,0,0,0,0,0,0,8.2
Day 2131,0,0,0,0,0,0,0,0,8.1
Day 2132,0,0,0,0,0,0,0,0,7.9
Day 2133,0,2,0,0,0,0,0,0,7.9
Day 2134,0,0,0,0,0,0,0,0,7.5
Day 2135,0,0,0,0,0,0,0,0,7.3
Day 2136,0,0,0,0,0,0,0,0,7.6
Day 2137,0,0,0,0,0,0,0,0,7.3
Day 2138,0,0,0,0,0,0,0,0,7.2
Day 2139,0,0,0,0,0,0,0,0,7.2
Day 2140,0,0,0,0,0,0,0,0,7.1
Day 2141,0,0,0,0,0,0,0,0,6.9
Day 2142,0,0,0,0,0,0,0,0,6.8
Day 2143,0,0,0,0,0,0,0,0,6.8
Day 2144,0,0,0,0,0,0,0,0,6.6
Day 2145,0,0,0,0,0,0,0,0,6.6
Day 2146,0,0,0,0,0,0,0,0,6.4
Day 2147,0,0,0,0,0,0,0,0,6.5
Day 2148,0,0,0,0,0,0,0,0,6.3
Day 2149,0,2,0,0,0,0,0,0,6.2
Day 2150,0,0,0,0,0,0,0,0,6.3
Day 2151,0,0,0,0,0,0,0,0,6.5
Day 2152,0,0,0,0,0,0,0,0,6.3
Day 2153,0,0,0,0,0,0,0,0,6.4
Day 2154,0,0,0,0,0,0,0,0,6.3
Day 2155,0,0,0,0,0,0,0,0,7
Day 2156,0,0,0,0,0,0,0,0,6.7
Day 2157,0,0,0,0,0,0,0,0,6.7
Day 2158,0,0,0,0,0,0,0,0,6.7
Day 2159,0,0,0,0,0,0,0,0,6.6
Day 2160,0,0,0,0,0,0,0,0,6
Day 2161,0,0,0,0,0,0,0,0,5.9
Day 2162,0,0,0,0,0,0,0,0,6.1
Day 2163,0,0,0,0,0,0,0,0,5.9
Day 2164,0,0,0,0,0,0,0,0,6
Day 2165,0,0,0,0,0,0,0,0,5.8
Day 2166,0,0,0,0,0,0,0,0,5.7
Day 2167,0,0,0,0,0,0,0,0,5.7
Day 2168,0,0,0,0,0,0,0,0,5.6
Day 2169,0,0,0,0,0,0,0,0,5.4
Day 2170,0,0,0,0,0,0,0,0,5.4
Day 2171,0,0,0,0,0,0,0,0,5.3
Day 2172,0,0,0,0,0,0,0,0,5.4
Day 2173,0,0,0,0,0,0,0,0,5.3
Day 2174,0,0,0,0,0,0,0,0,5.1
Day 2175,0,0,0,0,0,0,0,0,5.3
Day 2176,0,0,0,0,0,0,0,0,5.1
Day 2177,0,0,0,0,0,0,0,0,5.2
Day 2178,0,0,0,0,0,0,0,0,5.1
Day 2179,0,0,0,0,0,0,0,0,5
Day 2180,0,0,0,0,0,0,0,0,5
Day 2181,0,0,0,0,0,0,0,0,5.1
Day 2182,0,0,0,0,0,0,0,0,4.9
Day 2183,0,0,0,0,0,0,0,0,4.8
Day 2184,1,0,0,0,0,0,0,0,4.8
Day 2185,0,0,0,0,0,0,0,0,4.9
Day 2186,0,0,0,0,0,0,0,0,4.9
Day 2187,0,0,0,0,0,0,0,0,4.8
Day 2188,0,0,0,0,0,0,0,0,4.7
Day 2189,1,0,0,0,0,0,0,0,4.8
Day 2190,0,0,0,0,0,0,0,0,4.8
